scenario,source_id,source_name,timestamp,access_radius_m,candidate_id,candidate_name,candidate_category,experience_type,indoor_outdoor,distance_m,walk_min,cand_thermal_state,cand_decision_state,cand_decision_confidence,cand_utci,source_utci,cand_evidence_confidence,status,exclusion_reason,improvement_note
S2,A15,Fuente de Cibeles,15:00,800,A12,Banco de España,transit_hub,transit_refuge,indoor,159.0,2.0,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,44.4,MODERATE,CANDIDATE_ALTERNATIVE,,indoor refuge vs outdoor source (categorical)
S2,A15,Fuente de Cibeles,15:00,800,A13,Jardín Tropical,transit_hub_green,indoor_green_refuge,indoor,1378.0,17.2,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,44.4,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S2,A15,Fuente de Cibeles,15:00,800,A14,Puerta de Alcalá,monument_outdoor,outdoor_monument,outdoor,377.0,4.7,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,40.5,44.4,HIGH,CANDIDATE_ALTERNATIVE,,UTCI 40.5 <= source 44.4 - 0.8
S2,A15,Fuente de Cibeles,15:00,800,A16,Fuente de Neptuno,monument_outdoor,outdoor_monument,outdoor,462.0,5.8,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,BOUNDARY,45.0,44.4,MODERATE,EXCLUDED,OUTDOOR_EXPOSURE_TOO_HIGH,outdoor and hotter (45.0 > 44.4)
S2,A15,Fuente de Cibeles,15:00,800,A17,Estatua de Goya,monument_outdoor,outdoor_monument,outdoor,486.0,6.1,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,42.6,44.4,HIGH,CANDIDATE_ALTERNATIVE,,UTCI 42.6 <= source 44.4 - 0.8
S2,A15,Fuente de Cibeles,15:00,800,A18,Palacio de Cibeles - Ayuntamiento de Madrid,monument_outdoor,outdoor_monument,outdoor,114.0,1.4,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,44.5,44.4,MODERATE,EXCLUDED,OUTDOOR_EXPOSURE_TOO_HIGH,outdoor and hotter (44.5 > 44.4)
S2,A15,Fuente de Cibeles,15:00,800,A19,Real Observatorio de Madrid,monument_outdoor,outdoor_monument,outdoor,1308.0,16.4,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,41.4,44.4,MODERATE,EXCLUDED,CLOSED_AT_TIMESTAMP,
S2,A15,Fuente de Cibeles,15:00,800,A20,Parque del Retiro,park_general,green_outdoor,outdoor,1009.0,12.6,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,38.6,44.4,HIGH,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S2,A15,Fuente de Cibeles,15:00,800,A21,Real Jardín Botánico de Madrid,garden_outdoor,green_outdoor,outdoor,929.0,11.6,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,38.4,44.4,HIGH,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S2,A15,Fuente de Cibeles,15:00,800,A22,Palacio de Cristal,outdoor_pavilion_shaded,shaded_outdoor,outdoor,1131.0,14.1,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,43.9,44.4,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S2,A15,Fuente de Cibeles,15:00,800,A23,Jardines de Cecilio Rodríguez,garden_outdoor,green_outdoor,outdoor,1442.0,18.0,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,44.4,44.4,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S2,A15,Fuente de Cibeles,15:00,800,A24,La Rosaleda,garden_outdoor,green_outdoor,outdoor,1439.0,18.0,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,BOUNDARY,45.0,44.4,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S2,A15,Fuente de Cibeles,15:00,800,A25,Jardín del Parterre,garden_outdoor,green_outdoor,outdoor,658.0,8.2,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,BOUNDARY,45.0,44.4,MODERATE,EXCLUDED,OUTDOOR_EXPOSURE_TOO_HIGH,outdoor and hotter (45.0 > 44.4)
S2,A15,Fuente de Cibeles,15:00,800,A26,Monumento a Alfonso XII,outdoor_attraction_mixed_shade,shaded_outdoor,outdoor,878.0,11.0,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,42.1,44.4,HIGH,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S2,A15,Fuente de Cibeles,15:00,800,A27,Jardines del Arquitecto Herrero Palacios,garden_outdoor,green_outdoor,outdoor,1292.0,16.1,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,43.5,44.4,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S3,A14,Puerta de Alcalá,18:00,800,A01,Museo del Prado,museum_indoor,indoor_cultural,indoor,728.0,9.1,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,CANDIDATE_ALTERNATIVE,,indoor refuge vs outdoor source (categorical)
S3,A14,Puerta de Alcalá,18:00,800,A02,Museo Nacional Centro de Arte Reina Sofía,museum_indoor,indoor_cultural,indoor,1418.0,17.7,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S3,A14,Puerta de Alcalá,18:00,800,A03,Museo Thyssen-Bornemisza,museum_indoor,indoor_cultural,indoor,683.0,8.5,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,EXCLUDED,CLOSED_AT_TIMESTAMP,
S3,A14,Puerta de Alcalá,18:00,800,A04,CaixaForum Madrid,museum_indoor,indoor_cultural,indoor,1069.0,13.4,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S3,A14,Puerta de Alcalá,18:00,800,A05,Museo Naval de Madrid,museum_indoor,indoor_cultural,indoor,414.0,5.2,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,EXCLUDED,CLOSED_AT_TIMESTAMP,
S3,A14,Puerta de Alcalá,18:00,800,A06,Museo Nacional de Antropología,museum_indoor,indoor_cultural,indoor,1359.0,17.0,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,EXCLUDED,CLOSED_AT_TIMESTAMP,
S3,A14,Puerta de Alcalá,18:00,800,A07,Museo Nacional de Artes Decorativas,museum_indoor,indoor_cultural,indoor,259.0,3.2,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,EXCLUDED,CLOSED_AT_TIMESTAMP,
S3,A14,Puerta de Alcalá,18:00,800,A08,Real Fábrica de Tapices,museum_indoor,indoor_cultural,indoor,1665.0,20.8,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,EXCLUDED,CLOSED_AT_TIMESTAMP,
S3,A14,Puerta de Alcalá,18:00,800,A09,Madrid-Puerta de Atocha-Almudena Grandes,transit_hub,transit_refuge,indoor,1716.0,21.4,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S3,A14,Puerta de Alcalá,18:00,800,A10,Estación del Arte,transit_hub,transit_refuge,indoor,1261.0,15.8,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S3,A14,Puerta de Alcalá,18:00,800,A11,Retiro,transit_hub,transit_refuge,indoor,202.0,2.5,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,CANDIDATE_ALTERNATIVE,,indoor refuge vs outdoor source (categorical)
S3,A14,Puerta de Alcalá,18:00,800,A12,Banco de España,transit_hub,transit_refuge,indoor,535.0,6.7,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,CANDIDATE_ALTERNATIVE,,indoor refuge vs outdoor source (categorical)
S3,A14,Puerta de Alcalá,18:00,800,A13,Jardín Tropical,transit_hub_green,indoor_green_refuge,indoor,1460.0,18.2,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,42.7,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S3,A14,Puerta de Alcalá,18:00,800,A15,Fuente de Cibeles,monument_outdoor,outdoor_monument,outdoor,377.0,4.7,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,BOUNDARY,44.2,42.7,MODERATE,EXCLUDED,OUTDOOR_EXPOSURE_TOO_HIGH,outdoor and hotter (44.2 > 42.7)
S3,A14,Puerta de Alcalá,18:00,800,A16,Fuente de Neptuno,monument_outdoor,outdoor_monument,outdoor,699.0,8.7,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,BOUNDARY,45.2,42.7,MODERATE,EXCLUDED,OUTDOOR_EXPOSURE_TOO_HIGH,outdoor and hotter (45.2 > 42.7)
S3,A14,Puerta de Alcalá,18:00,800,A17,Estatua de Goya,monument_outdoor,outdoor_monument,outdoor,643.0,8.0,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,43.9,42.7,HIGH,EXCLUDED,OUTDOOR_EXPOSURE_TOO_HIGH,outdoor and hotter (43.9 > 42.7)
S3,A14,Puerta de Alcalá,18:00,800,A18,Palacio de Cibeles - Ayuntamiento de Madrid,monument_outdoor,outdoor_monument,outdoor,297.0,3.7,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,43.0,42.7,MODERATE,EXCLUDED,OUTDOOR_EXPOSURE_TOO_HIGH,outdoor and hotter (43.0 > 42.7)
S3,A14,Puerta de Alcalá,18:00,800,A19,Real Observatorio de Madrid,monument_outdoor,outdoor_monument,outdoor,1290.0,16.1,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,41.7,42.7,MODERATE,EXCLUDED,CLOSED_AT_TIMESTAMP,
S3,A14,Puerta de Alcalá,18:00,800,A20,Parque del Retiro,park_general,green_outdoor,outdoor,764.0,9.5,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,40.1,42.7,HIGH,CANDIDATE_ALTERNATIVE,,UTCI 40.1 <= source 42.7 - 0.8
S3,A14,Puerta de Alcalá,18:00,800,A21,Real Jardín Botánico de Madrid,garden_outdoor,green_outdoor,outdoor,995.0,12.4,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,39.9,42.7,HIGH,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S3,A14,Puerta de Alcalá,18:00,800,A22,Palacio de Cristal,outdoor_pavilion_shaded,shaded_outdoor,outdoor,908.0,11.3,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,42.9,42.7,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S3,A14,Puerta de Alcalá,18:00,800,A23,Jardines de Cecilio Rodríguez,garden_outdoor,green_outdoor,outdoor,1172.0,14.6,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,41.9,42.7,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S3,A14,Puerta de Alcalá,18:00,800,A24,La Rosaleda,garden_outdoor,green_outdoor,outdoor,1246.0,15.6,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,UNSTABLE,45.4,42.7,LOW,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S3,A14,Puerta de Alcalá,18:00,800,A25,Jardín del Parterre,garden_outdoor,green_outdoor,outdoor,534.0,6.7,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,42.9,42.7,MODERATE,EXCLUDED,OUTDOOR_EXPOSURE_TOO_HIGH,outdoor and hotter (42.9 > 42.7)
S3,A14,Puerta de Alcalá,18:00,800,A26,Monumento a Alfonso XII,outdoor_attraction_mixed_shade,shaded_outdoor,outdoor,564.0,7.0,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,43.9,42.7,HIGH,EXCLUDED,OUTDOOR_EXPOSURE_TOO_HIGH,outdoor and hotter (43.9 > 42.7)
S3,A14,Puerta de Alcalá,18:00,800,A27,Jardines del Arquitecto Herrero Palacios,garden_outdoor,green_outdoor,outdoor,983.0,12.3,VERY_STRONG_HEAT_STRESS,AVOID_PROLONGED_OUTDOOR_EXPOSURE,ROBUST,42.2,42.7,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S4,A26,Monumento a Alfonso XII,18:00,800,A01,Museo del Prado,museum_indoor,indoor_cultural,indoor,822.0,10.3,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,43.9,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S4,A26,Monumento a Alfonso XII,18:00,800,A02,Museo Nacional Centro de Arte Reina Sofía,museum_indoor,indoor_cultural,indoor,1419.0,17.7,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,43.9,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S4,A26,Monumento a Alfonso XII,18:00,800,A03,Museo Thyssen-Bornemisza,museum_indoor,indoor_cultural,indoor,1026.0,12.8,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,43.9,MODERATE,EXCLUDED,CLOSED_AT_TIMESTAMP,
S4,A26,Monumento a Alfonso XII,18:00,800,A04,CaixaForum Madrid,museum_indoor,indoor_cultural,indoor,1126.0,14.1,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,43.9,MODERATE,EXCLUDED,ACCESSIBILITY_CONSTRAINT,
S4,A26,Monumento a Alfonso XII,18:00,800,A05,Museo Naval de Madrid,museum_indoor,indoor_cultural,indoor,790.0,9.9,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,43.9,MODERATE,EXCLUDED,CLOSED_AT_TIMESTAMP,
S4,A26,Monumento a Alfonso XII,18:00,800,A06,Museo Nacional de Antropología,museum_indoor,indoor_cultural,indoor,1179.0,14.7,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,43.9,MODERATE,EXCLUDED,CLOSED_AT_TIMESTAMP,
S4,A26,Monumento a Alfonso XII,18:00,800,A07,Museo Nacional de Artes Decorativas,museum_indoor,indoor_cultural,indoor,566.0,7.1,INDOOR_NOT_MODELLED,INDOOR_REFUGE,INDOOR_BYPASS,,43.9,MODERATE,EXCLUDED,CLOSED_AT_TIMESTAMP,
